18:11:39.609 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
18:11:39.670 INFO  ExecHelper - Result: 0
18:11:40.237 INFO  ReductionDriver - Starting reduction for variant_571
18:11:40.253 INFO  ExecHelper - interestingness_test /opt/reduce/cezanne_radeon_vega/syn_branch_syn_relax/variant_571.comp reduction_results/cezanne_radeon_vega/syn_branch_syn_relax/variant_571/variant_571.json
18:11:40.255 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:11:40.255 INFO  ExecHelper - Result: 127
18:11:40.255 INFO  CustomFileJudge - Custom file judge result: 127
18:11:40.255 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
18:11:40.262 INFO  ExecHelper - interestingness_test /opt/reduce/cezanne_radeon_vega/syn_branch_syn_relax/variant_571.comp reduction_results/cezanne_radeon_vega/syn_branch_syn_relax/variant_571/variant_571.json
18:11:40.263 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:11:40.263 INFO  ExecHelper - Result: 127
18:11:40.264 INFO  CustomFileJudge - Custom file judge result: 127
18:11:40.264 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
18:11:40.270 INFO  ExecHelper - interestingness_test /opt/reduce/cezanne_radeon_vega/syn_branch_syn_relax/variant_571.comp reduction_results/cezanne_radeon_vega/syn_branch_syn_relax/variant_571/variant_571.json
18:11:40.271 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:11:40.271 INFO  ExecHelper - Result: 127
18:11:40.271 INFO  CustomFileJudge - Custom file judge result: 127
18:11:40.271 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
18:11:40.278 INFO  ExecHelper - interestingness_test /opt/reduce/cezanne_radeon_vega/syn_branch_syn_relax/variant_571.comp reduction_results/cezanne_radeon_vega/syn_branch_syn_relax/variant_571/variant_571.json
18:11:40.279 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:11:40.279 INFO  ExecHelper - Result: 127
18:11:40.279 INFO  CustomFileJudge - Custom file judge result: 127
18:11:40.279 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
18:11:40.286 INFO  ExecHelper - interestingness_test /opt/reduce/cezanne_radeon_vega/syn_branch_syn_relax/variant_571.comp reduction_results/cezanne_radeon_vega/syn_branch_syn_relax/variant_571/variant_571.json
18:11:40.287 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:11:40.287 INFO  ExecHelper - Result: 127
18:11:40.287 INFO  CustomFileJudge - Custom file judge result: 127
18:11:40.287 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
18:11:40.287 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/cezanne_radeon_vega/syn_branch_syn_relax/variant_571.json interestingness_test --output reduction_results/cezanne_radeon_vega/syn_branch_syn_relax/variant_571 /opt/reduce/cezanne_radeon_vega/syn_branch_syn_relax/variant_571.comp
